01/01/2011	1680
01/02/2011	675
01/03/2011	856
01/04/2011	895
01/05/2011	902
01/06/2011	906
01/07/2011	877
01/08/2011	783
01/09/2011	698
01/10/2011	824
01/11/2011	933
01/12/2011	743
01/13/2011	848
01/14/2011	938
01/15/2011	933
01/16/2011	752
01/17/2011	765
01/18/2011	866
01/19/2011	908
01/20/2011	954
01/21/2011	944
01/22/2011	832
01/23/2011	712
01/24/2011	746
01/25/2011	813
01/26/2011	749
01/27/2011	685
01/28/2011	825
01/29/2011	764
01/30/2011	707
01/31/2011	790
02/01/2011	1118
02/02/2011	815
02/03/2011	887
02/04/2011	957
02/05/2011	821
02/06/2011	732
02/07/2011	844
02/08/2011	849
02/09/2011	903
02/10/2011	968
02/11/2011	995
02/12/2011	868
02/13/2011	729
02/14/2011	858
02/15/2011	957
02/16/2011	960
02/17/2011	948
02/18/2011	971
02/19/2011	849
02/20/2011	747
02/21/2011	745
02/22/2011	828
02/23/2011	808
02/24/2011	820
02/25/2011	914
02/26/2011	792
02/27/2011	795
02/28/2011	815
03/01/2011	1176
03/02/2011	932
03/03/2011	898
03/04/2011	959
03/05/2011	901
03/06/2011	713
03/07/2011	814
03/08/2011	883
03/09/2011	925
03/10/2011	897
03/11/2011	1025
03/12/2011	917
03/13/2011	721
03/14/2011	852
03/15/2011	973
03/16/2011	844
03/17/2011	846
03/18/2011	992
03/19/2011	872
03/20/2011	796
03/21/2011	778
03/22/2011	927
03/23/2011	853
03/24/2011	905
03/25/2011	1000
03/26/2011	846
03/27/2011	762
03/28/2011	859
03/29/2011	819
03/30/2011	916
03/31/2011	905
04/01/2011	1193
04/02/2011	877
04/03/2011	817
04/04/2011	866
04/05/2011	948
04/06/2011	927
04/07/2011	943
04/08/2011	931
04/09/2011	895
04/10/2011	760
04/11/2011	887
04/12/2011	871
04/13/2011	898
04/14/2011	976
04/15/2011	1048
04/16/2011	788
04/17/2011	761
04/18/2011	865
04/19/2011	806
04/20/2011	899
04/21/2011	878
04/22/2011	876
04/23/2011	821
04/24/2011	715
04/25/2011	782
04/26/2011	844
04/27/2011	905
04/28/2011	874
04/29/2011	949
04/30/2011	859
05/01/2011	996
05/02/2011	883
05/03/2011	898
05/04/2011	883
05/05/2011	875
05/06/2011	963
05/07/2011	876
05/08/2011	729
05/09/2011	923
05/10/2011	998
05/11/2011	960
05/12/2011	996
05/13/2011	1014
05/14/2011	821
05/15/2011	825
05/16/2011	865
05/17/2011	827
05/18/2011	942
05/19/2011	951
05/20/2011	1121
05/21/2011	863
05/22/2011	785
05/23/2011	887
05/24/2011	906
05/25/2011	970
05/26/2011	933
05/27/2011	990
05/28/2011	830
05/29/2011	750
05/30/2011	797
05/31/2011	868
06/01/2011	1324
06/02/2011	933
06/03/2011	997
06/04/2011	942
06/05/2011	763
06/06/2011	838
06/07/2011	957
06/08/2011	920
06/09/2011	838
06/10/2011	1017
06/11/2011	873
06/12/2011	801
06/13/2011	869
06/14/2011	924
06/15/2011	1037
06/16/2011	957
06/17/2011	954
06/18/2011	856
06/19/2011	810
06/20/2011	923
06/21/2011	920
06/22/2011	921
06/23/2011	898
06/24/2011	972
06/25/2011	942
06/26/2011	791
06/27/2011	879
06/28/2011	987
06/29/2011	850
06/30/2011	920
07/01/2011	1173
07/02/2011	834
07/03/2011	722
07/04/2011	825
07/05/2011	957
07/06/2011	879
07/07/2011	934
07/08/2011	905
07/09/2011	827
07/10/2011	864
07/11/2011	863
07/12/2011	982
07/13/2011	919
07/14/2011	947
07/15/2011	1050
07/16/2011	846
07/17/2011	816
07/18/2011	845
07/19/2011	878
07/20/2011	963
07/21/2011	891
07/22/2011	872
07/23/2011	817
07/24/2011	786
07/25/2011	883
07/26/2011	935
07/27/2011	886
07/28/2011	880
07/29/2011	862
07/30/2011	883
07/31/2011	770
08/01/2011	1176
08/02/2011	859
08/03/2011	901
08/04/2011	889
08/05/2011	943
08/06/2011	826
08/07/2011	742
08/08/2011	862
08/09/2011	853
08/10/2011	936
08/11/2011	889
08/12/2011	943
08/13/2011	891
08/14/2011	662
08/15/2011	1101
08/16/2011	853
08/17/2011	864
08/18/2011	854
08/19/2011	884
08/20/2011	882
08/21/2011	755
08/22/2011	1007
08/23/2011	894
08/24/2011	857
08/25/2011	885
08/26/2011	849
08/27/2011	644
08/28/2011	494
08/29/2011	880
08/30/2011	876
08/31/2011	856
09/01/2011	1185
09/02/2011	899
09/03/2011	826
09/04/2011	786
09/05/2011	760
09/06/2011	816
09/07/2011	791
09/08/2011	822
09/09/2011	946
09/10/2011	843
09/11/2011	714
09/12/2011	821
09/13/2011	875
09/14/2011	899
09/15/2011	919
09/16/2011	940
09/17/2011	750
09/18/2011	675
09/19/2011	838
09/20/2011	893
09/21/2011	922
09/22/2011	921
09/23/2011	899
09/24/2011	817
09/25/2011	796
09/26/2011	865
09/27/2011	873
09/28/2011	915
09/29/2011	865
09/30/2011	925
10/01/2011	1111
10/02/2011	721
10/03/2011	806
10/04/2011	793
10/05/2011	884
10/06/2011	868
10/07/2011	959
10/08/2011	774
10/09/2011	736
10/10/2011	831
10/11/2011	919
10/12/2011	846
10/13/2011	886
10/14/2011	893
10/15/2011	821
10/16/2011	760
10/17/2011	907
10/18/2011	912
10/19/2011	886
10/20/2011	991
10/21/2011	957
10/22/2011	871
10/23/2011	791
10/24/2011	881
10/25/2011	838
10/26/2011	837
10/27/2011	809
10/28/2011	930
10/29/2011	732
10/30/2011	731
10/31/2011	886
11/01/2011	1126
11/02/2011	865
11/03/2011	924
11/04/2011	950
11/05/2011	890
11/06/2011	735
11/07/2011	1049
11/08/2011	833
11/09/2011	958
11/10/2011	872
11/11/2011	868
11/12/2011	898
11/13/2011	773
11/14/2011	919
11/15/2011	917
11/16/2011	882
11/17/2011	866
11/18/2011	951
11/19/2011	893
11/20/2011	777
11/21/2011	851
11/22/2011	896
11/23/2011	930
11/24/2011	609
11/25/2011	1001
11/26/2011	856
11/27/2011	771
11/28/2011	930
11/29/2011	897
11/30/2011	920
12/01/2011	1078
12/02/2011	983
12/03/2011	885
12/04/2011	760
12/05/2011	939
12/06/2011	853
12/07/2011	892
12/08/2011	864
12/09/2011	1028
12/10/2011	949
12/11/2011	663
12/12/2011	911
12/13/2011	898
12/14/2011	950
12/15/2011	1015
12/16/2011	1002
12/17/2011	854
12/18/2011	693
12/19/2011	812
12/20/2011	923
12/21/2011	945
12/22/2011	910
12/23/2011	967
12/24/2011	753
12/25/2011	564
12/26/2011	712
12/27/2011	775
12/28/2011	891
12/29/2011	806
12/30/2011	893
12/31/2011	848
